address,city,density(sq mi),income(USD),price(USD),age,bds,ba,sqft,state,url,city_wiki,text
7756 N 19th Ln,Phoenix,3119.94,47866,189000,34,2,3,1580,AZ,https://www.zillow.com/homedetails/7756-N-19th-Ln-Phoenix-AZ-85021/7778586_zpid/,"https://en.wikipedia.org/wiki/Phoenix,_AZ","The median income for a household in the city was $47,866, and the median income for a family was $54,804. Males had a median income of $32,820 versus $27,466 for females. The per capita income for the city was $24,110. 21.8% of the population and 17.1% of families were below the poverty line. Out of the total population, 31.4% of those under the age of 18 and 10.5% of those 65 and older were living below the poverty line.[140]"
21989 W Hadley St,Buckeye,174.39,58711,282910,13,5,3,2594,AZ,https://www.zillow.com/homedetails/21989-W-Hadley-St-Buckeye-AZ-85326/71492515_zpid/,"https://en.wikipedia.org/wiki/Buckeye,_AZ","From 2012 to 2016, the median income for a household in the town was $58,711. The per capita income for the town was $20,446. Both of these numbers are in 2016 dollars. About 12.4% of the population were below the poverty line."
27586 N 99th Dr,Peoria,934.49,52199,535000,3,4,4,3175,AZ,https://www.zillow.com/homedetails/27586-N-99th-Dr-Peoria-AZ-85383/125135162_zpid/,"https://en.wikipedia.org/wiki/Peoria,_AZ","The median income for a household in the city was $52,199, and the median income for a family was $58,388. Males had a median income of $40,448 versus $29,205 for females. The per capita income for the city was $22,726. About 3.3% of families and 5.3% of the population were below the poverty line, including 5.8% of those under age 18 and 6.3% of those age 65 or over."
4711 E Frye Rd,PHOENIX,3119.94,47866,339900,22,4,3,2065,AZ,https://www.zillow.com/homedetails/4711-E-Frye-Rd-Phoenix-AZ-85048/8259804_zpid/,"https://en.wikipedia.org/wiki/Phoenix,_AZ","The median income for a household in the city was $47,866, and the median income for a family was $54,804. Males had a median income of $32,820 versus $27,466 for females. The per capita income for the city was $24,110. 21.8% of the population and 17.1% of families were below the poverty line. Out of the total population, 31.4% of those under the age of 18 and 10.5% of those 65 and older were living below the poverty line.[140]"
27663 N 108th Way,SCOTTSDALE,1340.88,70533,550000,18,3,2,2431,AZ,https://www.zillow.com/homedetails/27663-N-108th-Way-Scottsdale-AZ-85262/8038748_zpid/,"https://en.wikipedia.org/wiki/Scottsdale,_AZ","According to a 2007 estimate, the median income for a household in the city was $70,533, and the median income for a family was $92,289. The per capita income for the city was $49,158. About 3.4% of families and 5.8% of the population were below the poverty line, including 5.4% of those under age 18 and 5.9% of those age 65 or over."
7136 S 48th Gln,Laveen,,,204000,11,3,3,1637,AZ,https://www.zillow.com/homedetails/7136-S-48th-Gln-Laveen-AZ-85339/88061776_zpid/,"https://en.wikipedia.org/wiki/Laveen,_AZ",
4948 W Marcus Dr,Phoenix,3119.94,47866,505000,13,5,5,3937,AZ,https://www.zillow.com/homedetails/4948-W-Marcus-Dr-Phoenix-AZ-85083/71606743_zpid/,"https://en.wikipedia.org/wiki/Phoenix,_AZ","The median income for a household in the city was $47,866, and the median income for a family was $54,804. Males had a median income of $32,820 versus $27,466 for females. The per capita income for the city was $24,110. 21.8% of the population and 17.1% of families were below the poverty line. Out of the total population, 31.4% of those under the age of 18 and 10.5% of those 65 and older were living below the poverty line.[140]"
4824 N 196th Ln,Litchfield Park,1752.05,,476500,10,4,3,2832,AZ,https://www.zillow.com/homedetails/4824-N-196th-Ln-Litchfield-Park-AZ-85340/89027154_zpid/,"https://en.wikipedia.org/wiki/Litchfield_Park,_AZ",
1514 S 82nd Dr,Phoenix,3119.94,47866,208500,16,3,2,1565,AZ,https://www.zillow.com/homedetails/1514-S-82nd-Dr-Phoenix-AZ-85043/60047235_zpid/,"https://en.wikipedia.org/wiki/Phoenix,_AZ","The median income for a household in the city was $47,866, and the median income for a family was $54,804. Males had a median income of $32,820 versus $27,466 for females. The per capita income for the city was $24,110. 21.8% of the population and 17.1% of families were below the poverty line. Out of the total population, 31.4% of those under the age of 18 and 10.5% of those 65 and older were living below the poverty line.[140]"
215 W Angus Rd,San Tan Valley,N/A,N/A,214900,15,4,2,1635,AZ,https://www.zillow.com/homedetails/215-W-Angus-Rd-San-Tan-Valley-AZ-85143/63235723_zpid/,"https://en.wikipedia.org/wiki/San_Tan_Valley,_AZ",N/A
12735 W Nadine Way,Peoria,934.49,52199,339900,14,5,3,2615,AZ,https://www.zillow.com/homedetails/12735-W-Nadine-Way-Peoria-AZ-85383/67784116_zpid/,"https://en.wikipedia.org/wiki/Peoria,_AZ","The median income for a household in the city was $52,199, and the median income for a family was $58,388. Males had a median income of $40,448 versus $29,205 for females. The per capita income for the city was $22,726. About 3.3% of families and 5.3% of the population were below the poverty line, including 5.8% of those under age 18 and 6.3% of those age 65 or over."
2750 E Cactus Rd,PHOENIX,3119.94,47866,245900,47,4,2,1469,AZ,https://www.zillow.com/homedetails/2750-E-Cactus-Rd-Phoenix-AZ-85032/7820222_zpid/,"https://en.wikipedia.org/wiki/Phoenix,_AZ","The median income for a household in the city was $47,866, and the median income for a family was $54,804. Males had a median income of $32,820 versus $27,466 for females. The per capita income for the city was $24,110. 21.8% of the population and 17.1% of families were below the poverty line. Out of the total population, 31.4% of those under the age of 18 and 10.5% of those 65 and older were living below the poverty line.[140]"
16540 E El Lago Blvd UNIT 16,Fountain Hills,1207.74,75038,382900,18,2,2,1652,AZ,https://www.zillow.com/homedetails/16540-E-El-Lago-Blvd-UNIT-16-Fountain-Hills-AZ-85268/55261620_zpid/,"https://en.wikipedia.org/wiki/Fountain_Hills,_AZ","According to a 2010 Census American Community Survey 3-year estimate, the median income for a household in the town was $75,038, and the median income for a family was $91,585.[11]"
1037 W Spur Ct,Gilbert,3487.2,,534900,18,4,3,3830,AZ,https://www.zillow.com/homedetails/1037-W-Spur-Ct-Gilbert-AZ-85233/55279787_zpid/,"https://en.wikipedia.org/wiki/Gilbert,_AZ","Highest household median income in the Phoenix Metropolitan Area with population 50,000+ (U.S. Census Bureau 2005)"
8560 E Roosevelt St,Scottsdale,1340.88,70533,157900,47,2,2,950,AZ,https://www.zillow.com/homedetails/8560-E-Roosevelt-St-Scottsdale-AZ-85257/7577659_zpid/,"https://en.wikipedia.org/wiki/Scottsdale,_AZ","According to a 2007 estimate, the median income for a household in the city was $70,533, and the median income for a family was $92,289. The per capita income for the city was $49,158. About 3.4% of families and 5.8% of the population were below the poverty line, including 5.4% of those under age 18 and 5.9% of those age 65 or over."
15246 W Cortez St,Surprise,1230.19,44156,320000,16,4,3,3069,AZ,https://www.zillow.com/homedetails/15246-W-Cortez-St-Surprise-AZ-85379/60965080_zpid/,"https://en.wikipedia.org/wiki/Surprise,_AZ","The median income for a household in the city was $44,156, and the median income for a family was $47,899. Males had a median income of $33,079 versus $26,347 for females. The per capita income for the city was $21,451. About 5.6% of families and 8.7% of the population were below the poverty line, including 16.7% of those under age 18 and 3.3% of those age 65 or over."
1062 E Baylor Ln,Gilbert,3487.2,,330000,21,3,2,1868,AZ,https://www.zillow.com/homedetails/1062-E-Baylor-Ln-Gilbert-AZ-85296/8241367_zpid/,"https://en.wikipedia.org/wiki/Gilbert,_AZ","Highest household median income in the Phoenix Metropolitan Area with population 50,000+ (U.S. Census Bureau 2005)"
6012 S 16th Dr,Phoenix,3119.94,47866,239900,17,3,3,1979,AZ,https://www.zillow.com/homedetails/6012-S-16th-Dr-Phoenix-AZ-85041/59899258_zpid/,"https://en.wikipedia.org/wiki/Phoenix,_AZ","The median income for a household in the city was $47,866, and the median income for a family was $54,804. Males had a median income of $32,820 versus $27,466 for females. The per capita income for the city was $24,110. 21.8% of the population and 17.1% of families were below the poverty line. Out of the total population, 31.4% of those under the age of 18 and 10.5% of those 65 and older were living below the poverty line.[140]"
1258 W Laguna Azul Ave,Mesa,3514.66,42817,358900,40,4,3,2651,AZ,https://www.zillow.com/homedetails/1258-W-Laguna-Azul-Ave-Mesa-AZ-85202/8252532_zpid/,"https://en.wikipedia.org/wiki/Mesa,_AZ","The median income for a household in the city was $42,817, and the median income for a family was $49,232. Males had a median income of $35,960 versus $27,005 for females. The per capita income for the city was $19,601. About 6.2% of families and 8.9% of the population were below the poverty line, including 10.7% of those under age 18 and 7.1% of those age 65 or over. Mesa's residents exhibit a great deal of economic diversity,[citation needed] with low-income areas constructed somewhat close to high-scale neighborhoods with expensive custom homes. The neighborhood ""Marlborough Mesa"" has won a community award.[citation needed]"
7919 W Rose Ln,Glendale,4142.16,45015,252150,24,4,2,2075,AZ,https://www.zillow.com/homedetails/7919-W-Rose-Ln-Glendale-AZ-85303/7462996_zpid/,"https://en.wikipedia.org/wiki/Glendale,_AZ","The median income for a household in the city was $45,015, and the median income for a family was $51,162. Males had a median income of $35,901 versus $27,736 for females. The per capita income for the city was $19,124. About 8.8% of families and 11.9% of the population were below the poverty line, including 15.3% of those under age 18 and 9.5% of those age 65 or over."
25023 N 50th Ave,Phoenix,3119.94,47866,449900,25,5,3,3309,AZ,https://www.zillow.com/homedetails/25023-N-50th-Ave-Phoenix-AZ-85083/7929407_zpid/,"https://en.wikipedia.org/wiki/Phoenix,_AZ","The median income for a household in the city was $47,866, and the median income for a family was $54,804. Males had a median income of $32,820 versus $27,466 for females. The per capita income for the city was $24,110. 21.8% of the population and 17.1% of families were below the poverty line. Out of the total population, 31.4% of those under the age of 18 and 10.5% of those 65 and older were living below the poverty line.[140]"
16654 S 37th St,Phoenix,3119.94,47866,390500,32,4,2,2192,AZ,https://www.zillow.com/homedetails/16654-S-37th-St-Phoenix-AZ-85048/8255766_zpid/,"https://en.wikipedia.org/wiki/Phoenix,_AZ","The median income for a household in the city was $47,866, and the median income for a family was $54,804. Males had a median income of $32,820 versus $27,466 for females. The per capita income for the city was $24,110. 21.8% of the population and 17.1% of families were below the poverty line. Out of the total population, 31.4% of those under the age of 18 and 10.5% of those 65 and older were living below the poverty line.[140]"
11758 N 113th Way,Scottsdale,1340.88,70533,359900,32,3,2,1566,AZ,https://www.zillow.com/homedetails/11758-N-113th-Way-Scottsdale-AZ-85259/8050825_zpid/,"https://en.wikipedia.org/wiki/Scottsdale,_AZ","According to a 2007 estimate, the median income for a household in the city was $70,533, and the median income for a family was $92,289. The per capita income for the city was $49,158. About 3.4% of families and 5.8% of the population were below the poverty line, including 5.4% of those under age 18 and 5.9% of those age 65 or over."
10704 E Pivitol Ave,Mesa,3514.66,42817,354900,6,3,3,2284,AZ,https://www.zillow.com/homedetails/10704-E-Pivitol-Ave-Mesa-AZ-85212/121423131_zpid/,"https://en.wikipedia.org/wiki/Mesa,_AZ","The median income for a household in the city was $42,817, and the median income for a family was $49,232. Males had a median income of $35,960 versus $27,005 for females. The per capita income for the city was $19,601. About 6.2% of families and 8.9% of the population were below the poverty line, including 10.7% of those under age 18 and 7.1% of those age 65 or over. Mesa's residents exhibit a great deal of economic diversity,[citation needed] with low-income areas constructed somewhat close to high-scale neighborhoods with expensive custom homes. The neighborhood ""Marlborough Mesa"" has won a community award.[citation needed]"
